frequency(Hz) ASD(Hz^-0.5)
1.122250000000000000e+03 1.890829653594705651e-23
1.122375000000000000e+03 1.895793832906660054e-23
1.122500000000000000e+03 1.897262220904993489e-23
1.122625000000000000e+03 1.897036634868112432e-23
1.122750000000000000e+03 1.900817546287713333e-23
1.122875000000000000e+03 1.902478216336027635e-23
1.123000000000000000e+03 1.899722134441992849e-23
1.123125000000000000e+03 1.901162279217493544e-23
1.123250000000000000e+03 1.897773059623660294e-23
1.123375000000000000e+03 1.895558706798491807e-23
1.123500000000000000e+03 1.897895605738486422e-23
1.123625000000000000e+03 1.897614804553750921e-23
1.123750000000000000e+03 1.893752970931957869e-23
1.123875000000000000e+03 1.901104467870194815e-23
1.124000000000000000e+03 1.896620679967030573e-23
1.124125000000000000e+03 1.899115770858832985e-23
1.124250000000000000e+03 1.898152186248337777e-23
1.124375000000000000e+03 1.897181150463076616e-23
1.124500000000000000e+03 1.898083832557075825e-23
1.124625000000000000e+03 1.898758686330596670e-23
1.124750000000000000e+03 1.903332011579621031e-23
1.124875000000000000e+03 1.898148216776666875e-23
1.125000000000000000e+03 1.898091309099677255e-23
1.125125000000000000e+03 1.902581097467032680e-23
1.125250000000000000e+03 1.910458919805085339e-23
1.125375000000000000e+03 1.926790086679291216e-23
1.125500000000000000e+03 1.919289328285056755e-23
1.125625000000000000e+03 1.910879947676097201e-23
1.125750000000000000e+03 1.906525285176795595e-23
1.125875000000000000e+03 1.906848795709561100e-23
1.126000000000000000e+03 1.904796083123567508e-23
1.126125000000000000e+03 1.906443664905141457e-23
1.126250000000000000e+03 1.905249094868256047e-23
1.126375000000000000e+03 1.905771393579814010e-23
1.126500000000000000e+03 1.908139843174268468e-23
1.126625000000000000e+03 1.904493086861357555e-23
1.126750000000000000e+03 1.902961443733338835e-23
1.126875000000000000e+03 1.904912094442053993e-23
1.127000000000000000e+03 1.903258353940171193e-23
1.127125000000000000e+03 1.902502244247333129e-23
1.127250000000000000e+03 1.903129768216059117e-23
1.127375000000000000e+03 1.903397801651377824e-23
1.127500000000000000e+03 1.901070361363058650e-23
1.127625000000000000e+03 1.900380594068484629e-23
1.127750000000000000e+03 1.904039199008896234e-23
1.127875000000000000e+03 1.903901175699554695e-23
1.128000000000000000e+03 1.907077170672892526e-23
1.128125000000000000e+03 1.907686721767639060e-23
1.128250000000000000e+03 1.913980622438560412e-23
1.128375000000000000e+03 1.918458893429679558e-23
1.128500000000000000e+03 1.910223219963135154e-23
1.128625000000000000e+03 1.911328317004143660e-23
1.128750000000000000e+03 1.908075236380120631e-23
1.128875000000000000e+03 1.905072396114651897e-23
1.129000000000000000e+03 1.906099574822028792e-23
1.129125000000000000e+03 1.905121003852819661e-23
1.129250000000000000e+03 1.904501098077735492e-23
1.129375000000000000e+03 1.909040635022956937e-23
1.129500000000000000e+03 1.906010720615933168e-23
1.129625000000000000e+03 1.908535941030378997e-23
1.129750000000000000e+03 1.907205237411275491e-23
1.129875000000000000e+03 1.903822393787701388e-23
1.130000000000000000e+03 1.903862204775016953e-23
1.130125000000000000e+03 1.905476089067563314e-23
1.130250000000000000e+03 1.908537468622695353e-23
1.130375000000000000e+03 1.908838537032192173e-23
1.130500000000000000e+03 1.909864328252274113e-23
1.130625000000000000e+03 1.910523315669443750e-23
1.130750000000000000e+03 1.906314894590792842e-23
1.130875000000000000e+03 1.904791168109218591e-23
1.131000000000000000e+03 1.908597830105601908e-23
1.131125000000000000e+03 1.908261420754261651e-23
1.131250000000000000e+03 1.911410786550036176e-23
1.131375000000000000e+03 1.908301280569173693e-23
1.131500000000000000e+03 1.914289016037204276e-23
1.131625000000000000e+03 1.911878450909083538e-23
1.131750000000000000e+03 1.909587576883251573e-23
1.131875000000000000e+03 1.910187962500847408e-23
1.132000000000000000e+03 1.913521472582002898e-23
1.132125000000000000e+03 1.909279272575474806e-23
1.132250000000000000e+03 1.912113857358818594e-23
1.132375000000000000e+03 1.908868759044277769e-23
1.132500000000000000e+03 1.911673516341498370e-23
1.132625000000000000e+03 1.912239254578099763e-23
1.132750000000000000e+03 1.909721613594987792e-23
1.132875000000000000e+03 1.911351516853219690e-23
1.133000000000000000e+03 1.914004601639787420e-23
1.133125000000000000e+03 1.913561098535860604e-23
1.133250000000000000e+03 1.911362109207373138e-23
1.133375000000000000e+03 1.911435189264509269e-23
1.133500000000000000e+03 1.913555028320408976e-23
1.133625000000000000e+03 1.916654019375050403e-23
1.133750000000000000e+03 1.918787014098591978e-23
1.133875000000000000e+03 1.916009722964369390e-23
1.134000000000000000e+03 1.919555620979459441e-23
1.134125000000000000e+03 1.918487541115172074e-23
1.134250000000000000e+03 1.914726049676637178e-23
1.134375000000000000e+03 1.913666027479968060e-23
1.134500000000000000e+03 1.911576282326321534e-23
1.134625000000000000e+03 1.912778052982006476e-23
1.134750000000000000e+03 1.912046862465816111e-23
1.134875000000000000e+03 1.913723152826382253e-23
1.135000000000000000e+03 1.914124431980868461e-23
1.135125000000000000e+03 1.913915100338189926e-23
1.135250000000000000e+03 1.911504030111097252e-23
1.135375000000000000e+03 1.913132435402083852e-23
1.135500000000000000e+03 1.914437244897603378e-23
1.135625000000000000e+03 1.906615831505856950e-23
1.135750000000000000e+03 1.913617651861646572e-23
1.135875000000000000e+03 1.918961149969919591e-23
1.136000000000000000e+03 1.917219205962703605e-23
1.136125000000000000e+03 1.917687346123701756e-23
1.136250000000000000e+03 1.917272748137303951e-23
1.136375000000000000e+03 1.916670396023745499e-23
1.136500000000000000e+03 1.912786564603282088e-23
1.136625000000000000e+03 1.913936262201018902e-23
1.136750000000000000e+03 1.919388106824926879e-23
1.136875000000000000e+03 1.919503767578009463e-23
1.137000000000000000e+03 1.920276149625590746e-23
1.137125000000000000e+03 1.918256415726157505e-23
1.137250000000000000e+03 1.920236588781451480e-23
1.137375000000000000e+03 1.918939525236957422e-23
1.137500000000000000e+03 1.917684166716090396e-23
1.137625000000000000e+03 1.923364924256163959e-23
1.137750000000000000e+03 1.924389494133524087e-23
1.137875000000000000e+03 1.920637000759831944e-23
1.138000000000000000e+03 1.923832735965937289e-23
1.138125000000000000e+03 1.924018225286849016e-23
1.138250000000000000e+03 1.918469695782897155e-23
1.138375000000000000e+03 1.915911252894184751e-23
1.138500000000000000e+03 1.919159255212416809e-23
1.138625000000000000e+03 1.923164096853760008e-23
1.138750000000000000e+03 1.925577766263782445e-23
1.138875000000000000e+03 1.921959033149797722e-23
1.139000000000000000e+03 1.922511028167593168e-23
1.139125000000000000e+03 1.919173778332999335e-23
1.139250000000000000e+03 1.923374768581904700e-23
1.139375000000000000e+03 1.922561637470532457e-23
1.139500000000000000e+03 1.922301787036791809e-23
1.139625000000000000e+03 1.923410405334601960e-23
1.139750000000000000e+03 1.920904281148944882e-23
1.139875000000000000e+03 1.921170098124749908e-23
1.140000000000000000e+03 1.927763716045786943e-23
1.140125000000000000e+03 1.930840812523121839e-23
1.140250000000000000e+03 1.932033704846719117e-23
1.140375000000000000e+03 1.931899969175006297e-23
1.140500000000000000e+03 1.935354453902190873e-23
1.140625000000000000e+03 1.931018792884341000e-23
1.140750000000000000e+03 1.929633659976558827e-23
1.140875000000000000e+03 1.927398848565919710e-23
1.141000000000000000e+03 1.929990776794479734e-23
1.141125000000000000e+03 1.925833462155129692e-23
1.141250000000000000e+03 1.924118516190766553e-23
1.141375000000000000e+03 1.925755092707460674e-23
1.141500000000000000e+03 1.928748274903848903e-23
1.141625000000000000e+03 1.927034043082059178e-23
1.141750000000000000e+03 1.928579011015828569e-23
1.141875000000000000e+03 1.930375091575212949e-23
1.142000000000000000e+03 1.930739885411568981e-23
1.142125000000000000e+03 1.926172742506879813e-23
1.142250000000000000e+03 1.927983809314633580e-23
1.142375000000000000e+03 1.929009747508581233e-23
1.142500000000000000e+03 1.931530732384838758e-23
1.142625000000000000e+03 1.932566356444563775e-23
1.142750000000000000e+03 1.929517850303079166e-23
1.142875000000000000e+03 1.928373328588022777e-23
1.143000000000000000e+03 1.929326832300915974e-23
1.143125000000000000e+03 1.928646221610043737e-23
1.143250000000000000e+03 1.929336668179831726e-23
1.143375000000000000e+03 1.931649952952459077e-23
1.143500000000000000e+03 1.931868651748826303e-23
1.143625000000000000e+03 1.930967267598545414e-23
1.143750000000000000e+03 1.934659812412787694e-23
1.143875000000000000e+03 1.934643627046627714e-23
1.144000000000000000e+03 1.932747254062156467e-23
1.144125000000000000e+03 1.934156374350902452e-23
1.144250000000000000e+03 1.933860935262597421e-23
1.144375000000000000e+03 1.936341227270413670e-23
1.144500000000000000e+03 1.939054566672899138e-23
1.144625000000000000e+03 1.932183669454001446e-23
1.144750000000000000e+03 1.935567152266169916e-23
1.144875000000000000e+03 1.938448469143737367e-23
1.145000000000000000e+03 1.931172897799426958e-23
1.145125000000000000e+03 1.930156819042238424e-23
1.145250000000000000e+03 1.937505912090340533e-23
1.145375000000000000e+03 1.933891357874730612e-23
1.145500000000000000e+03 1.937678923616126642e-23
1.145625000000000000e+03 1.933032000707182339e-23
1.145750000000000000e+03 1.938397175498822303e-23
1.145875000000000000e+03 1.935427773849753413e-23
1.146000000000000000e+03 1.933989918978337231e-23
1.146125000000000000e+03 1.942163111314243326e-23
1.146250000000000000e+03 1.939742860649672603e-23
1.146375000000000000e+03 1.938818725339214499e-23
1.146500000000000000e+03 1.935952802684622219e-23
1.146625000000000000e+03 1.930150949211956374e-23
1.146750000000000000e+03 1.932033682660421107e-23
1.146875000000000000e+03 1.938935167113856339e-23
1.147000000000000000e+03 1.939642192901419991e-23
1.147125000000000000e+03 1.937298217793170793e-23
1.147250000000000000e+03 1.940136630016798323e-23
1.147375000000000000e+03 1.938388216583610255e-23
1.147500000000000000e+03 1.933811452691379994e-23
1.147625000000000000e+03 1.941641157719702042e-23
1.147750000000000000e+03 1.936375239525078894e-23
1.147875000000000000e+03 1.946907513675137036e-23
1.148000000000000000e+03 1.950048977115566110e-23
1.148125000000000000e+03 1.951722038438047374e-23
1.148250000000000000e+03 1.951441755910439472e-23
1.148375000000000000e+03 1.943199835146932444e-23
1.148500000000000000e+03 1.942882611549382412e-23
1.148625000000000000e+03 1.936991351964035540e-23
1.148750000000000000e+03 1.934253595678838279e-23
1.148875000000000000e+03 1.933009859646519179e-23
1.149000000000000000e+03 1.939907208602983665e-23
1.149125000000000000e+03 1.942530771353308376e-23
1.149250000000000000e+03 1.937752239491547528e-23
1.149375000000000000e+03 1.936622420464403741e-23
1.149500000000000000e+03 1.936711569855855013e-23
1.149625000000000000e+03 1.939347388162060964e-23
1.149750000000000000e+03 1.935294696264875142e-23
1.149875000000000000e+03 1.935965194398925416e-23
1.150000000000000000e+03 1.935349692992199976e-23
1.150125000000000000e+03 1.941031608488169595e-23
1.150250000000000000e+03 1.933033384196935157e-23
1.150375000000000000e+03 1.939501396491515120e-23
1.150500000000000000e+03 1.939575815891685167e-23
1.150625000000000000e+03 1.943862268985922323e-23
1.150750000000000000e+03 2.009166756964246140e-23
1.150875000000000000e+03 2.162874426135298910e-23
1.151000000000000000e+03 2.261239272489283147e-23
1.151125000000000000e+03 2.156496844932127953e-23
1.151250000000000000e+03 2.004879803992670528e-23
1.151375000000000000e+03 1.950466918350174494e-23
1.151500000000000000e+03 1.942737709945857490e-23
1.151625000000000000e+03 1.943172254390710125e-23
1.151750000000000000e+03 1.938395240323867578e-23
1.151875000000000000e+03 1.943922682231371143e-23
1.152000000000000000e+03 1.943503573449425838e-23
1.152125000000000000e+03 1.947865584225881872e-23
1.152250000000000000e+03 1.943354386583519868e-23
1.152375000000000000e+03 1.945209427339580738e-23
1.152500000000000000e+03 1.947106842347778364e-23
1.152625000000000000e+03 1.946339546775708761e-23
1.152750000000000000e+03 1.939543124836827233e-23
1.152875000000000000e+03 1.939528391821425748e-23
1.153000000000000000e+03 1.939598598936384633e-23
1.153125000000000000e+03 1.944347600982517290e-23
1.153250000000000000e+03 1.942318205720937817e-23
1.153375000000000000e+03 1.941162726759044520e-23
1.153500000000000000e+03 1.940650158008586979e-23
1.153625000000000000e+03 1.941670063901134256e-23
1.153750000000000000e+03 1.947353463992482917e-23
1.153875000000000000e+03 1.948786686636409432e-23
1.154000000000000000e+03 1.948694771734821637e-23
1.154125000000000000e+03 1.947915925749386321e-23
1.154250000000000000e+03 1.942999700304733221e-23
1.154375000000000000e+03 1.945405053930238803e-23
1.154500000000000000e+03 1.941059814020732880e-23
1.154625000000000000e+03 1.945414494955912186e-23
1.154750000000000000e+03 1.942776343739370671e-23
1.154875000000000000e+03 1.940925903167564907e-23
1.155000000000000000e+03 1.949589728253984608e-23
1.155125000000000000e+03 1.946209999077832772e-23
1.155250000000000000e+03 1.947258717471144387e-23
1.155375000000000000e+03 1.943405746969013662e-23
1.155500000000000000e+03 1.946226874894843103e-23
1.155625000000000000e+03 1.946704935211288757e-23
1.155750000000000000e+03 1.949746046495603512e-23
1.155875000000000000e+03 1.945990070505153342e-23
1.156000000000000000e+03 1.948289449137664419e-23
1.156125000000000000e+03 1.948147220310868805e-23
1.156250000000000000e+03 1.948758498522900663e-23
1.156375000000000000e+03 1.951078689559450135e-23
1.156500000000000000e+03 1.949588407319525772e-23
1.156625000000000000e+03 1.955162155901258981e-23
1.156750000000000000e+03 1.953036750110901828e-23
1.156875000000000000e+03 1.951112385392689898e-23
1.157000000000000000e+03 1.944623455689605916e-23
1.157125000000000000e+03 1.951175127968413079e-23
1.157250000000000000e+03 1.952202581319468239e-23
1.157375000000000000e+03 1.948787125940679155e-23
1.157500000000000000e+03 1.951926329942044851e-23
1.157625000000000000e+03 1.945794354322750704e-23
1.157750000000000000e+03 1.946653307388139808e-23
1.157875000000000000e+03 1.946824074389933648e-23
1.158000000000000000e+03 1.945945143611642425e-23
1.158125000000000000e+03 1.951713815979927615e-23
1.158250000000000000e+03 1.948851327362274932e-23
1.158375000000000000e+03 1.952288151897998291e-23
1.158500000000000000e+03 1.953754681408218390e-23
1.158625000000000000e+03 1.954152065662719059e-23
1.158750000000000000e+03 1.947438366950888377e-23
1.158875000000000000e+03 1.950049203679193540e-23
1.159000000000000000e+03 1.955028245036504454e-23
1.159125000000000000e+03 1.946314614254049267e-23
1.159250000000000000e+03 1.951207372183717803e-23
1.159375000000000000e+03 1.947541401747803217e-23
1.159500000000000000e+03 1.951216575947529425e-23
1.159625000000000000e+03 1.955502144031991538e-23
1.159750000000000000e+03 1.955379920286577003e-23
1.159875000000000000e+03 1.957429880357217904e-23
1.160000000000000000e+03 1.960533575538481537e-23
1.160125000000000000e+03 1.955394999983525838e-23
1.160250000000000000e+03 1.953097322046164606e-23
1.160375000000000000e+03 1.954063490138001368e-23
1.160500000000000000e+03 1.953665868558644490e-23
1.160625000000000000e+03 1.952287918562207729e-23
1.160750000000000000e+03 1.953310505939575558e-23
1.160875000000000000e+03 1.947840378375743910e-23
1.161000000000000000e+03 1.952721508627726699e-23
1.161125000000000000e+03 1.953547660075633833e-23
1.161250000000000000e+03 1.953498681918164768e-23
1.161375000000000000e+03 1.956160529394816562e-23
1.161500000000000000e+03 1.956348097144872295e-23
1.161625000000000000e+03 1.960946865100567707e-23
1.161750000000000000e+03 1.958229670244224105e-23
1.161875000000000000e+03 1.957603625111834403e-23
1.162000000000000000e+03 1.952821136187158471e-23
1.162125000000000000e+03 1.950891505211207961e-23
1.162250000000000000e+03 1.952878740543194805e-23
1.162375000000000000e+03 1.958012163105741680e-23
1.162500000000000000e+03 1.958664851461218538e-23
1.162625000000000000e+03 1.960055731759807048e-23
1.162750000000000000e+03 1.960542923358173408e-23
1.162875000000000000e+03 1.959602318854566362e-23
1.163000000000000000e+03 1.958422600524873803e-23
1.163125000000000000e+03 1.955846773194498647e-23
1.163250000000000000e+03 1.958573889232287670e-23
1.163375000000000000e+03 1.963010281505286488e-23
1.163500000000000000e+03 1.954330184808088358e-23
1.163625000000000000e+03 1.954302076914028652e-23
1.163750000000000000e+03 1.956801216365736373e-23
1.163875000000000000e+03 1.960517196278008146e-23
1.164000000000000000e+03 1.957600758058026627e-23
1.164125000000000000e+03 1.961913608555979642e-23
1.164250000000000000e+03 1.962608178728470577e-23
1.164375000000000000e+03 1.963238347146576479e-23
1.164500000000000000e+03 1.961746869262844941e-23
1.164625000000000000e+03 1.961904554709081028e-23
1.164750000000000000e+03 1.962699685627423512e-23
1.164875000000000000e+03 1.965249354736533362e-23
1.165000000000000000e+03 1.962806083679823953e-23
1.165125000000000000e+03 1.956655497082776817e-23
1.165250000000000000e+03 1.961527819597143285e-23
1.165375000000000000e+03 1.961247917469558668e-23
1.165500000000000000e+03 1.960508150823934955e-23
1.165625000000000000e+03 1.964425675769400394e-23
1.165750000000000000e+03 1.963245134688380068e-23
1.165875000000000000e+03 1.963469904044599371e-23
1.166000000000000000e+03 1.962679540488415493e-23
1.166125000000000000e+03 1.962169327032998222e-23
1.166250000000000000e+03 1.961876429139494510e-23
1.166375000000000000e+03 1.964636973808941496e-23
1.166500000000000000e+03 1.966189358801788139e-23
1.166625000000000000e+03 1.969243838366147969e-23
1.166750000000000000e+03 1.971363926268694555e-23
1.166875000000000000e+03 1.964910842517371964e-23
1.167000000000000000e+03 1.964343800052513562e-23
1.167125000000000000e+03 1.962840556913042721e-23
1.167250000000000000e+03 1.966286043945384910e-23
1.167375000000000000e+03 1.961083153320432990e-23
1.167500000000000000e+03 1.963603158662588834e-23
1.167625000000000000e+03 1.968009086058667337e-23
1.167750000000000000e+03 1.966448056321779391e-23
1.167875000000000000e+03 1.962085647065322389e-23
1.168000000000000000e+03 1.967769564533438447e-23
1.168125000000000000e+03 1.971011215585403740e-23
1.168250000000000000e+03 1.970445547052992471e-23
1.168375000000000000e+03 1.970343234488789610e-23
1.168500000000000000e+03 1.966510537271651060e-23
1.168625000000000000e+03 1.965947967834382283e-23
1.168750000000000000e+03 1.969522139526554565e-23
1.168875000000000000e+03 1.968738651778632723e-23
1.169000000000000000e+03 1.962510116766253320e-23
1.169125000000000000e+03 1.964764552572182809e-23
1.169250000000000000e+03 1.970437476281746372e-23
1.169375000000000000e+03 1.967529126198882577e-23
1.169500000000000000e+03 1.966913311035982328e-23
1.169625000000000000e+03 1.968308024319761349e-23
1.169750000000000000e+03 1.972100748418361670e-23
1.169875000000000000e+03 1.967953979855711611e-23
1.170000000000000000e+03 1.966593364559886211e-23
1.170125000000000000e+03 1.975495726500615083e-23
1.170250000000000000e+03 1.970037809769858619e-23
1.170375000000000000e+03 1.971325516938970347e-23
1.170500000000000000e+03 1.969226525611446610e-23
1.170625000000000000e+03 1.971101986181921533e-23
1.170750000000000000e+03 1.969298671942660429e-23
1.170875000000000000e+03 1.977142645083589757e-23
1.171000000000000000e+03 1.973473008942761963e-23
1.171125000000000000e+03 1.972724346577672707e-23
1.171250000000000000e+03 1.971945703117581339e-23
1.171375000000000000e+03 1.969676966331507525e-23
1.171500000000000000e+03 1.973654491004193458e-23
1.171625000000000000e+03 1.973370810771780392e-23
1.171750000000000000e+03 1.974934157452202714e-23
1.171875000000000000e+03 1.968414984574544567e-23
1.172000000000000000e+03 1.969843954627403570e-23
1.172125000000000000e+03 1.968906704463032577e-23
1.172250000000000000e+03 1.974077523500496287e-23
1.172375000000000000e+03 1.974804512899102054e-23
1.172500000000000000e+03 1.974081090347926504e-23
1.172625000000000000e+03 1.975715671260210544e-23
1.172750000000000000e+03 1.973787172384002626e-23
1.172875000000000000e+03 1.973716272364343937e-23
1.173000000000000000e+03 1.972181762120565361e-23
1.173125000000000000e+03 1.976665273484600493e-23
1.173250000000000000e+03 1.977163135327101023e-23
1.173375000000000000e+03 1.979172346895322986e-23
1.173500000000000000e+03 1.984852611684047964e-23
1.173625000000000000e+03 1.999740137077806115e-23
1.173750000000000000e+03 2.001720135080839700e-23
1.173875000000000000e+03 1.985279764210313221e-23
1.174000000000000000e+03 1.980262658717493312e-23
1.174125000000000000e+03 1.974152849132021753e-23
1.174250000000000000e+03 1.973429654382695007e-23
1.174375000000000000e+03 1.977209951590502063e-23
1.174500000000000000e+03 1.979409655645436276e-23
1.174625000000000000e+03 1.979792562986786330e-23
1.174750000000000000e+03 1.979566104024988570e-23
1.174875000000000000e+03 1.975085282581827043e-23
1.175000000000000000e+03 1.978559861472846704e-23
1.175125000000000000e+03 1.977074049053436590e-23
1.175250000000000000e+03 1.979401147223046077e-23
1.175375000000000000e+03 1.976359438188429887e-23
1.175500000000000000e+03 1.977810034538127273e-23
1.175625000000000000e+03 1.976390620542008512e-23
1.175750000000000000e+03 1.974254514448909412e-23
1.175875000000000000e+03 1.974845232287139634e-23
1.176000000000000000e+03 1.981592104129620141e-23
1.176125000000000000e+03 1.978591441604940051e-23
1.176250000000000000e+03 1.987891943188347140e-23
1.176375000000000000e+03 2.010284427094866704e-23
1.176500000000000000e+03 2.057001254620123410e-23
1.176625000000000000e+03 2.077197937560425694e-23
1.176750000000000000e+03 2.032660554908718402e-23
1.176875000000000000e+03 1.996829379845020882e-23
1.177000000000000000e+03 1.977044258270891412e-23
1.177125000000000000e+03 1.978506800093962811e-23
1.177250000000000000e+03 1.979026237294672266e-23
1.177375000000000000e+03 1.980498037197929265e-23
1.177500000000000000e+03 1.980728134398266983e-23
1.177625000000000000e+03 1.977719821113404821e-23
1.177750000000000000e+03 1.976593068898983782e-23
1.177875000000000000e+03 1.980467776434287662e-23
1.178000000000000000e+03 1.981005476564000264e-23
1.178125000000000000e+03 1.980389016906110797e-23
1.178250000000000000e+03 1.982676902765937273e-23
1.178375000000000000e+03 1.985010551367749197e-23
1.178500000000000000e+03 1.985919162149263586e-23
1.178625000000000000e+03 1.987377080844444360e-23
1.178750000000000000e+03 1.981386572509415884e-23
1.178875000000000000e+03 1.979932357157478849e-23
1.179000000000000000e+03 1.984486886671745417e-23
1.179125000000000000e+03 1.984750257362448654e-23
1.179250000000000000e+03 1.989263213790756623e-23
1.179375000000000000e+03 1.990303215095642703e-23
1.179500000000000000e+03 1.998863763459908402e-23
1.179625000000000000e+03 1.991595959630828995e-23
1.179750000000000000e+03 1.989701763457742665e-23
1.179875000000000000e+03 1.988078598835515179e-23
1.180000000000000000e+03 1.982782700193082726e-23
1.180125000000000000e+03 1.986323884310594966e-23
1.180250000000000000e+03 1.985291023764878945e-23
1.180375000000000000e+03 1.983246703829356905e-23
1.180500000000000000e+03 1.985193138358289720e-23
1.180625000000000000e+03 1.984994190370943584e-23
1.180750000000000000e+03 1.984426986739109367e-23
1.180875000000000000e+03 1.987711750604177927e-23
1.181000000000000000e+03 1.989721207468502228e-23
1.181125000000000000e+03 1.985789139711804522e-23
1.181250000000000000e+03 1.986814733183071533e-23
1.181375000000000000e+03 1.982200369404080838e-23
1.181500000000000000e+03 1.983224469729844314e-23
1.181625000000000000e+03 1.985739885305527002e-23
1.181750000000000000e+03 1.987433577719641149e-23
1.181875000000000000e+03 1.988260386725635481e-23
1.182000000000000000e+03 1.987931671628849439e-23
1.182125000000000000e+03 1.990668961609054949e-23
1.182250000000000000e+03 1.986597473130975513e-23
1.182375000000000000e+03 1.984259470189957867e-23
1.182500000000000000e+03 1.991492638141879000e-23
1.182625000000000000e+03 1.989337620050667183e-23
1.182750000000000000e+03 1.991038855504338229e-23
1.182875000000000000e+03 1.993136297535322535e-23
1.183000000000000000e+03 1.991928876809647788e-23
1.183125000000000000e+03 1.988212107644757873e-23
1.183250000000000000e+03 1.985297772090990810e-23
1.183375000000000000e+03 1.981387113820568639e-23
1.183500000000000000e+03 1.984145289249623314e-23
1.183625000000000000e+03 1.983919989999750892e-23
1.183750000000000000e+03 1.983483631230361001e-23
1.183875000000000000e+03 1.988882834024672318e-23
1.184000000000000000e+03 1.989474219196379014e-23
1.184125000000000000e+03 1.986524136999246425e-23
1.184250000000000000e+03 1.993306231561272328e-23
1.184375000000000000e+03 1.990304677478792035e-23
1.184500000000000000e+03 1.992226556507036383e-23
1.184625000000000000e+03 1.994256742647248608e-23
1.184750000000000000e+03 1.996001650549734649e-23
1.184875000000000000e+03 1.993103036639329268e-23
1.185000000000000000e+03 1.989755956640766412e-23
1.185125000000000000e+03 1.994254842233706021e-23
1.185250000000000000e+03 1.997362088609134765e-23
1.185375000000000000e+03 1.997448883353309570e-23
1.185500000000000000e+03 1.993100123066423122e-23
1.185625000000000000e+03 1.993088993336510670e-23
1.185750000000000000e+03 1.998586344264618646e-23
1.185875000000000000e+03 1.992121530280884608e-23
1.186000000000000000e+03 1.994525678550593146e-23
1.186125000000000000e+03 1.994858021371076628e-23
1.186250000000000000e+03 1.997860100065705989e-23
1.186375000000000000e+03 1.998038970826498427e-23
1.186500000000000000e+03 1.998602127221461802e-23
1.186625000000000000e+03 1.996261691665018354e-23
1.186750000000000000e+03 1.994863046176625830e-23
1.186875000000000000e+03 1.997232523384055549e-23
1.187000000000000000e+03 1.995958648178194192e-23
1.187125000000000000e+03 1.990561075367253212e-23
1.187250000000000000e+03 1.992666295933790654e-23
1.187375000000000000e+03 1.994416303771560451e-23
1.187500000000000000e+03 1.996851674982320085e-23
1.187625000000000000e+03 1.999080525276916209e-23
1.187750000000000000e+03 1.998137044075187372e-23
1.187875000000000000e+03 1.993401940430462623e-23
1.188000000000000000e+03 1.993625363556705789e-23
1.188125000000000000e+03 1.992682943963300265e-23
1.188250000000000000e+03 1.992880473119982418e-23
1.188375000000000000e+03 1.997025289124462884e-23
1.188500000000000000e+03 1.994261560333329241e-23
1.188625000000000000e+03 1.994759202012873701e-23
1.188750000000000000e+03 1.995662482489941485e-23
1.188875000000000000e+03 1.998057943425610211e-23
1.189000000000000000e+03 1.998975106510913166e-23
1.189125000000000000e+03 1.997582633922729685e-23
1.189250000000000000e+03 1.994683258605433773e-23
1.189375000000000000e+03 1.997148380406315381e-23
1.189500000000000000e+03 1.999320708467921781e-23
1.189625000000000000e+03 1.997886609517265363e-23
1.189750000000000000e+03 1.999221319792431705e-23
1.189875000000000000e+03 1.999027231555693171e-23
1.190000000000000000e+03 2.000663650012268612e-23
1.190125000000000000e+03 2.003105560908608008e-23
1.190250000000000000e+03 2.001149156838883242e-23
1.190375000000000000e+03 2.004319741439912455e-23
1.190500000000000000e+03 2.004526498809190854e-23
1.190625000000000000e+03 2.004233211132393931e-23
1.190750000000000000e+03 2.008586622330266806e-23
1.190875000000000000e+03 2.000718892457727937e-23
1.191000000000000000e+03 2.003009094581069717e-23
1.191125000000000000e+03 1.999654846539332979e-23
1.191250000000000000e+03 1.998191266103893276e-23
1.191375000000000000e+03 2.002608564544036189e-23
1.191500000000000000e+03 2.002095453409940113e-23
1.191625000000000000e+03 2.000031114571334615e-23
1.191750000000000000e+03 2.003683987817171951e-23
1.191875000000000000e+03 2.000841662641309346e-23
1.192000000000000000e+03 1.998958512708374723e-23
1.192125000000000000e+03 2.001330465895463698e-23
1.192250000000000000e+03 2.003395272896220064e-23
1.192375000000000000e+03 2.006893473505266530e-23
1.192500000000000000e+03 2.002782803415415545e-23
1.192625000000000000e+03 2.004766048224651571e-23
1.192750000000000000e+03 2.009271233232396585e-23
1.192875000000000000e+03 2.005254356488573181e-23
1.193000000000000000e+03 2.006492298678925859e-23
1.193125000000000000e+03 2.010531560475880651e-23
1.193250000000000000e+03 2.004019083561751021e-23
1.193375000000000000e+03 2.003592655139861284e-23
1.193500000000000000e+03 2.003357877029207488e-23
1.193625000000000000e+03 2.008386003214769231e-23
1.193750000000000000e+03 2.007103348634469428e-23
1.193875000000000000e+03 2.006619359863171252e-23
1.194000000000000000e+03 2.008955194477582156e-23
1.194125000000000000e+03 2.010164977497443856e-23
1.194250000000000000e+03 2.006063287176011815e-23
1.194375000000000000e+03 2.006787356469830516e-23
1.194500000000000000e+03 2.008331915856668551e-23
1.194625000000000000e+03 2.004429342828929081e-23
1.194750000000000000e+03 2.005804439222173628e-23
1.194875000000000000e+03 2.007984122551487101e-23
