time(s)  strain
-6.569580078 1.807184e-22
-6.569335937 1.950403e-22
-6.569091797 2.092003e-22
-6.568847656 2.231853e-22
-6.568603515 2.369829e-22
-6.568359375 2.5058094e-22
-6.568115234 2.6396692e-22
-6.567871093 2.7712902e-22
-6.567626953 2.9005544e-22
-6.567382812 3.027343e-22
-6.567138672 3.1515455e-22
-6.566894531 3.2730467e-22
-6.56665039 3.391739e-22
-6.56640625 3.5075133e-22
-6.566162109 3.62026618e-22
-6.565917968 3.729896e-22
-6.565673828 3.836302e-22
-6.565429687 3.9393871e-22
-6.565185547 4.0390595e-22
-6.564941406 4.1352263e-22
-6.564697265 4.2278018e-22
-6.564453125 4.3166986e-22
-6.564208984 4.4018376e-22
-6.563964843 4.4831383e-22
-6.563720703 4.560528e-22
-6.563476562 4.633934e-22
-6.563232422 4.703289e-22
-6.562988281 4.768528e-22
-6.56274414 4.829589e-22
-6.5625 4.886416e-22
-6.562255859 4.938957e-22
-6.562011718 4.98716e-22
-6.561767578 5.030979e-22
-6.561523437 5.070372e-22
-6.561279297 5.105303e-22
-6.561035156 5.135735e-22
-6.560791015 5.161639e-22
-6.560546875 5.182988e-22
-6.560302734 5.199762e-22
-6.560058593 5.211938e-22
-6.559814453 5.219507e-22
-6.559570312 5.222455e-22
-6.559326172 5.220779e-22
-6.559082031 5.214474e-22
-6.55883789 5.203544e-22
-6.55859375 5.187995e-22
-6.558349609 5.167838e-22
-6.558105468 5.143085e-22
-6.557861328 5.113759e-22
-6.557617187 5.079878e-22
-6.557373047 5.04147e-22
-6.557128906 4.998568e-22
-6.556884765 4.951204e-22
-6.556640625 4.899417e-22
-6.556396484 4.843252e-22
-6.556152343 4.782752e-22
-6.555908203 4.71797e-22
-6.555664062 4.64896e-22
-6.555419922 4.5757788e-22
-6.555175781 4.4984892e-22
-6.55493164 4.4171573e-22
-6.5546875 4.3318502e-22
-6.554443359 4.2426431e-22
-6.554199218 4.1496103e-22
-6.553955078 4.0528322e-22
-6.553710937 3.9523914e-22
-6.553466797 3.8483751e-22
-6.553222656 3.74087268e-22
-6.552978515 3.62997691e-22
-6.552734375 3.5157825e-22
-6.552490234 3.3983905e-22
-6.552246093 3.2779007e-22
-6.552001953 3.154418e-22
-6.551757812 3.0280508e-22
-6.551513672 2.8989086e-22
-6.551269531 2.7671033e-22
-6.55102539 2.6327493e-22
-6.55078125 2.495966e-22
-6.550537109 2.356872e-22
-6.550292968 2.215588e-22
-6.550048828 2.072238e-22
-6.549804687 1.926949e-22
-6.549560547 1.779847e-22
-6.549316406 1.631062e-22
-6.549072265 1.480724e-22
-6.548828125 1.328967e-22
-6.548583984 1.175922e-22
-6.548339843 1.021724e-22
-6.548095703 8.66512e-23
-6.547851562 7.1042e-23
-6.547607422 5.53588e-23
-6.547363281 3.96152e-23
-6.54711914 2.38254e-23
-6.546875 8.0032e-24
-6.546630859 -7.8375e-24
-6.546386718 -2.36824e-23
-6.546142578 -3.95175e-23
-6.545898437 -5.53289e-23
-6.545654297 -7.11024e-23
-6.545410156 -8.68239e-23
-6.545166015 -1.024797e-22
-6.544921875 -1.180556e-22
-6.544677734 -1.335378e-22
-6.544433593 -1.489126e-22
-6.544189453 -1.641662e-22
-6.543945312 -1.792849e-22
-6.543701172 -1.942553e-22
-6.543457031 -2.090639e-22
-6.54321289 -2.236976e-22
-6.54296875 -2.38143e-22
-6.542724609 -2.523875e-22
-6.542480468 -2.664181e-22
-6.542236328 -2.8022225e-22
-6.541992187 -2.9378748e-22
-6.541748047 -3.0710159e-22
-6.541503906 -3.2015265e-22
-6.541259765 -3.329289e-22
-6.541015625 -3.454186e-22
-6.540771484 -3.576107e-22
-6.540527343 -3.69494043e-22
-6.540283203 -3.81057912e-22
-6.540039062 -3.9229171e-22
-6.539794922 -4.0318538e-22
-6.539550781 -4.1372891e-22
-6.53930664 -4.2391272e-22
-6.5390625 -4.3372744e-22
-6.538818359 -4.4316413e-22
-6.538574218 -4.5221416e-22
-6.538330078 -4.6086925e-22
-6.538085937 -4.691214e-22
-6.537841797 -4.76963e-22
-6.537597656 -4.843867e-22
-6.537353515 -4.913857e-22
-6.537109375 -4.979535e-22
-6.536865234 -5.040839e-22
-6.536621093 -5.097712e-22
-6.536376953 -5.150101e-22
-6.536132812 -5.197954e-22
-6.535888672 -5.241227e-22
-6.535644531 -5.279877e-22
-6.53540039 -5.313868e-22
-6.53515625 -5.343166e-22
-6.534912109 -5.367741e-22
-6.534667968 -5.387568e-22
-6.534423828 -5.402625e-22
-6.534179687 -5.412897e-22
-6.533935547 -5.418372e-22
-6.533691406 -5.419039e-22
-6.533447265 -5.414897e-22
-6.533203125 -5.405943e-22
-6.532958984 -5.392184e-22
-6.532714843 -5.373628e-22
-6.532470703 -5.350288e-22
-6.532226562 -5.322181e-22
-6.531982422 -5.28933e-22
-6.531738281 -5.251758e-22
-6.53149414 -5.209498e-22
-6.53125 -5.162582e-22
-6.531005859 -5.11105e-22
-6.530761718 -5.054944e-22
-6.530517578 -4.994309e-22
-6.530273437 -4.929198e-22
-6.530029297 -4.859664e-22
-6.529785156 -4.785767e-22
-6.529541015 -4.7075689e-22
-6.529296875 -4.6251348e-22
-6.529052734 -4.5385377e-22
-6.528808593 -4.4478489e-22
-6.528564453 -4.3531477e-22
-6.528320312 -4.2545148e-22
-6.528076172 -4.1520349e-22
-6.527832031 -4.0457965e-22
-6.52758789 -3.93589208e-22
-6.52734375 -3.82241503e-22
-6.527099609 -3.7054653e-22
-6.526855468 -3.5851425e-22
-6.526611328 -3.4615538e-22
-6.526367187 -3.3348036e-22
-6.526123047 -3.205005e-22
-6.525878906 -3.07227e-22
-6.525634765 -2.9367138e-22
-6.525390625 -2.798456e-22
-6.525146484 -2.657618e-22
-6.524902343 -2.514321e-22
-6.524658203 -2.368693e-22
-6.524414062 -2.220859e-22
-6.524169922 -2.070952e-22
-6.523925781 -1.919101e-22
-6.52368164 -1.765442e-22
-6.5234375 -1.610109e-22
-6.523193359 -1.453239e-22
-6.522949218 -1.29497e-22
-6.522705078 -1.135442e-22
-6.522460937 -9.74797e-23
-6.522216797 -8.13174e-23
-6.521972656 -6.50718e-23
-6.521728515 -4.87575e-23
-6.521484375 -3.23886e-23
-6.521240234 -1.59797e-23
-6.520996093 4.547e-25
-6.520751953 1.68997e-23
-6.520507812 3.33411e-23
-6.520263672 4.97639e-23
-6.520019531 6.61537e-23
-6.51977539 8.2496e-23
-6.51953125 9.8776e-23
-6.519287109 1.149795e-22
-6.519042968 1.310916e-22
-6.518798828 1.470983e-22
-6.518554687 1.629851e-22
-6.518310547 1.787378e-22
-6.518066406 1.943424e-22
-6.517822265 2.097848e-22
-6.517578125 2.250512e-22
-6.517333984 2.40128e-22
-6.517089843 2.550015e-22
-6.516845703 2.696586e-22
-6.516601562 2.8408577e-22
-6.516357422 2.9827028e-22
-6.516113281 3.1219912e-22
-6.51586914 3.2585997e-22
-6.515625 3.3924025e-22
-6.515380859 3.523282e-22
-6.515136718 3.6511164e-22
-6.514892578 3.775791e-22
-6.514648437 3.89719324e-22
-6.514404297 4.01521371e-22
-6.514160156 4.1297424e-22
-6.513916015 4.2406778e-22
-6.513671875 4.3479167e-22
-6.513427734 4.4513626e-22
-6.513183593 4.5509208e-22
-6.512939453 4.6464983e-22
-6.512695312 4.73801e-22
-6.512451172 4.82537e-22
-6.512207031 4.908496e-22
-6.51196289 4.987316e-22
-6.51171875 5.061752e-22
-6.511474609 5.131738e-22
-6.511230468 5.197207e-22
-6.510986328 5.258097e-22
-6.510742187 5.314353e-22
-6.510498047 5.36592e-22
-6.510253906 5.41275e-22
-6.510009765 5.454797e-22
-6.509765625 5.492021e-22
-6.509521484 5.524386e-22
-6.509277343 5.551858e-22
-6.509033203 5.574411e-22
-6.508789062 5.592021e-22
-6.508544922 5.604669e-22
-6.508300781 5.61234e-22
-6.50805664 5.615023e-22
-6.5078125 5.612714e-22
-6.507568359 5.605411e-22
-6.507324218 5.593116e-22
-6.507080078 5.575838e-22
-6.506835937 5.553588e-22
-6.506591797 5.526383e-22
-6.506347656 5.494243e-22
-6.506103515 5.457195e-22
-6.505859375 5.415265e-22
-6.505615234 5.368491e-22
-6.505371093 5.316909e-22
-6.505126953 5.260563e-22
-6.504882812 5.199498e-22
-6.504638672 5.133766e-22
-6.504394531 5.063423e-22
-6.50415039 4.988529e-22
-6.50390625 4.909145e-22
-6.503662109 4.8253407e-22
-6.503417968 4.7371871e-22
-6.503173828 4.6447598e-22
-6.502929687 4.5481381e-22
-6.502685547 4.447405e-22
-6.502441406 4.3426482e-22
-6.502197265 4.2339567e-22
-6.501953125 4.1214253e-22
-6.501708984 4.0051516481e-22
-6.501464843 3.8852371e-22
-6.501220703 3.7617848e-22
-6.500976562 3.6349033e-22
-6.500732422 3.5047036e-22
-6.500488281 3.3712981e-22
-6.50024414 3.2348036e-22
-6.5 3.0953398e-22
-6.499755859 2.9530296e-22
-6.499511718 2.807997e-22
-6.499267578 2.660369e-22
-6.499023437 2.510276e-22
-6.498779297 2.35785e-22
-6.498535156 2.203224e-22
-6.498291015 2.046535e-22
-6.498046875 1.887921e-22
-6.497802734 1.727523e-22
-6.497558593 1.565482e-22
-6.497314453 1.401939e-22
-6.497070312 1.237042e-22
-6.496826172 1.070935e-22
-6.496582031 9.03766e-23
-6.49633789 7.35682e-23
-6.49609375 5.66833e-23
-6.495849609 3.97369e-23
-6.495605468 2.27439e-23
-6.495361328 5.7197e-24
-6.495117187 -1.13208e-23
-6.494873047 -2.83625e-23
-6.494628906 -4.539e-23
-6.494384765 -6.23882e-23
-6.494140625 -7.9342e-23
-6.493896484 -9.62361e-23
-6.493652343 -1.130556e-22
-6.493408203 -1.297854e-22
-6.493164062 -1.464107e-22
-6.492919922 -1.629163e-22
-6.492675781 -1.792876e-22
-6.49243164 -1.955098e-22
-6.4921875 -2.115686e-22
-6.491943359 -2.274494e-22
-6.491699218 -2.431379e-22
-6.491455078 -2.586201e-22
-6.491210937 -2.738821e-22
-6.490966797 -2.889101e-22
-6.490722656 -3.0369034e-22
-6.490478515 -3.1820987e-22
-6.490234375 -3.324553e-22
-6.489990234 -3.4641388e-22
-6.489746093 -3.6007289e-22
-6.489501953 -3.7342014e-22
-6.489257812 -3.8644322e-22
-6.489013672 -3.99130655e-22
-6.488769531 -4.11470651e-22
-6.48852539 -4.2345218e-22
-6.48828125 -4.3506412e-22
-6.488037109 -4.4629603e-22
-6.487792968 -4.571376e-22
-6.487548828 -4.67579e-22
-6.487304687 -4.7761039e-22
-6.487060547 -4.8722289e-22
-6.486816406 -4.964074e-22
-6.486572265 -5.051556e-22
-6.486328125 -5.134593e-22
-6.486083984 -5.213109e-22
-6.485839843 -5.287031e-22
-6.485595703 -5.356289e-22
-6.485351562 -5.420819e-22
-6.485107422 -5.48056e-22
-6.484863281 -5.535456e-22
-6.48461914 -5.585454e-22
-6.484375 -5.630508e-22
-6.484130859 -5.670573e-22
-6.483886718 -5.705609e-22
-6.483642578 -5.735584e-22
-6.483398437 -5.760465e-22
-6.483154297 -5.78023e-22
-6.482910156 -5.794855e-22
-6.482666015 -5.804326e-22
-6.482421875 -5.80863e-22
-6.482177734 -5.807758e-22
-6.481933593 -5.80171e-22
-6.481689453 -5.790487e-22
-6.481445312 -5.774095e-22
-6.481201172 -5.752546e-22
-6.480957031 -5.725856e-22
-6.48071289 -5.694045e-22
-6.48046875 -5.657137e-22
-6.480224609 -5.615163e-22
-6.479980468 -5.568157e-22
-6.479736328 -5.516157e-22
-6.479492187 -5.459206e-22
-6.479248047 -5.397353e-22
-6.479003906 -5.330648e-22
-6.478759765 -5.259148e-22
-6.478515625 -5.182913e-22
-6.478271484 -5.10201e-22
-6.478027343 -5.016507e-22
-6.477783203 -4.9264762e-22
-6.477539062 -4.8319949e-22
-6.477294922 -4.7331465e-22
-6.477050781 -4.6300141e-22
-6.47680664 -4.5226887e-22
-6.4765625 -4.4112626e-22
-6.476318359 -4.2958319e-22
-6.476074218 -4.17649664e-22
-6.475830078 -4.05336266e-22
-6.475585937 -3.9265354e-22
-6.475341797 -3.7961259e-22
-6.475097656 -3.6622487e-22
-6.474853515 -3.5250217e-22
-6.474609375 -3.3845631e-22
-6.474365234 -3.2409983e-22
-6.474121093 -3.0944515e-22
-6.473876953 -2.945053e-22
-6.473632812 -2.792933e-22
-6.473388672 -2.638227e-22
-6.473144531 -2.481069e-22
-6.47290039 -2.3216e-22
-6.47265625 -2.159959e-22
-6.472412109 -1.996289e-22
-6.472167968 -1.830737e-22
-6.471923828 -1.663446e-22
-6.471679687 -1.494567e-22
-6.471435547 -1.324248e-22
-6.471191406 -1.152641e-22
-6.470947265 -9.79898e-23
-6.470703125 -8.06172e-23
-6.470458984 -6.31618e-23
-6.470214843 -4.56391e-23
-6.469970703 -2.80646e-23
-6.469726562 -1.04542e-23
-6.469482422 7.1767e-24
-6.469238281 2.48122e-23
-6.46899414 4.24366e-23
-6.46875 6.00342e-23
-6.468505859 7.75892e-23
-6.468261718 9.50859e-23
-6.468017578 1.125088e-22
-6.467773437 1.298422e-22
-6.467529297 1.470706e-22
-6.467285156 1.641785e-22
-6.467041015 1.811504e-22
-6.466796875 1.979714e-22
-6.466552734 2.146262e-22
-6.466308593 2.310998e-22
-6.466064453 2.473775e-22
-6.465820312 2.634446e-22
-6.465576172 2.792864e-22
-6.465332031 2.94889e-22
-6.46508789 3.1023804e-22
-6.46484375 3.2531976e-22
-6.464599609 3.4012051e-22
-6.464355468 3.546269e-22
-6.464111328 3.688257e-22
-6.463867187 3.827042e-22
-6.463623047 3.9624964e-22
-6.463378906 4.0944981e-22
-6.463134765 4.22292681e-22
-6.462890625 4.3476647e-22
-6.462646484 4.4686004e-22
-6.462402343 4.5856208e-22
-6.462158203 4.6986204e-22
-6.461914062 4.8074955e-22
-6.461669922 4.9121461e-22
-6.461425781 5.0124759e-22
-6.46118164 5.108393e-22
-6.4609375 5.199808e-22
-6.460693359 5.286637e-22
-6.460449218 5.3688e-22
-6.460205078 5.446221e-22
-6.459960937 5.518825e-22
-6.459716797 5.586548e-22
-6.459472656 5.649324e-22
-6.459228515 5.707095e-22
-6.458984375 5.759804e-22
-6.458740234 5.807404e-22
-6.458496093 5.849845e-22
-6.458251953 5.887091e-22
-6.458007812 5.919101e-22
-6.457763672 5.945846e-22
-6.457519531 5.967297e-22
-6.45727539 5.983432e-22
-6.45703125 5.994233e-22
-6.456787109 5.999688e-22
-6.456542968 5.999788e-22
-6.456298828 5.99453e-22
-6.456054687 5.983913e-22
-6.455810547 5.967946e-22
-6.455566406 5.946639e-22
-6.455322265 5.920007e-22
-6.455078125 5.888072e-22
-6.454833984 5.850858e-22
-6.454589843 5.808394e-22
-6.454345703 5.760716e-22
-6.454101562 5.707863e-22
-6.453857422 5.64988e-22
-6.453613281 5.586814e-22
-6.45336914 5.518718e-22
-6.453125 5.445651e-22
-6.452880859 5.367674e-22
-6.452636718 5.284854e-22
-6.452392578 5.197264e-22
-6.452148437 5.1049755e-22
-6.451904297 5.0080707e-22
-6.451660156 4.9066327e-22
-6.451416015 4.8007488e-22
-6.451171875 4.6905114e-22
-6.450927734 4.576016e-22
-6.450683593 4.4573622e-22
-6.450439453 4.33465439e-22
-6.450195312 4.20799774e-22
-6.449951172 4.0775052e-22
-6.449707031 3.9432891e-22
-6.44946289 3.8054697e-22
-6.44921875 3.6641641e-22
-6.448974609 3.5195e-22
-6.448730468 3.3716033e-22
-6.448486328 3.2206039e-22
-6.448242187 3.066635e-22
-6.447998047 2.909832e-22
-6.447753906 2.750334e-22
-6.447509765 2.588282e-22
-6.447265625 2.423818e-22
-6.447021484 2.25709e-22
-6.446777343 2.088243e-22
-6.446533203 1.917429e-22
-6.446289062 1.744797e-22
-6.446044922 1.570502e-22
-6.445800781 1.394698e-22
-6.44555664 1.217542e-22
-6.4453125 1.039192e-22
-6.445068359 8.59805e-23
-6.444824218 6.79542e-23
-6.444580078 4.98564e-23
-6.444335937 3.1703e-23
-6.444091797 1.35105e-23
-6.443847656 -4.705e-24
-6.443603515 -2.29271e-23
-6.443359375 -4.11397e-23
-6.443115234 -5.93265e-23
-6.442871093 -7.7471e-23
-6.442626953 -9.55571e-23
-6.442382812 -1.135686e-22
-6.442138672 -1.314893e-22
-6.441894531 -1.493032e-22
-6.44165039 -1.669941e-22
-6.44140625 -1.845464e-22
-6.441162109 -2.01944e-22
-6.440917968 -2.191714e-22
-6.440673828 -2.362131e-22
-6.440429687 -2.530537e-22
-6.440185547 -2.69678e-22
-6.439941406 -2.86071e-22
-6.439697265 -3.02218e-22
-6.439453125 -3.181043e-22
-6.439208984 -3.3371549e-22
-6.438964843 -3.4903743e-22
-6.438720703 -3.6405636e-22
-6.438476562 -3.7875864e-22
-6.438232422 -3.9313079e-22
-6.437988281 -4.0715985e-22
-6.43774414 -4.2083304e-22
-6.4375 -4.341378218e-22
-6.437255859 -4.4706226e-22
-6.437011718 -4.5959437e-22
-6.436767578 -4.7172279e-22
-6.436523437 -4.8343635e-22
-6.436279297 -4.9472442e-22
-6.436035156 -5.0557656e-22
-6.435791015 -5.159829e-22
-6.435546875 -5.259337e-22
-6.435302734 -5.354199e-22
-6.435058593 -5.444325e-22
-6.434814453 -5.529636e-22
-6.434570312 -5.610048e-22
-6.434326172 -5.685488e-22
-6.434082031 -5.755886e-22
-6.43383789 -5.821174e-22
-6.43359375 -5.881293e-22
-6.433349609 -5.936185e-22
-6.433105468 -5.985797e-22
-6.432861328 -6.030082e-22
-6.432617187 -6.068997e-22
-6.432373047 -6.102504e-22
-6.432128906 -6.13057e-22
-6.431884765 -6.153166e-22
-6.431640625 -6.170268e-22
-6.431396484 -6.181859e-22
-6.431152343 -6.187924e-22
-6.430908203 -6.188455e-22
-6.430664062 -6.183447e-22
-6.430419922 -6.172902e-22
-6.430175781 -6.156826e-22
-6.42993164 -6.13523e-22
-6.4296875 -6.10813e-22
-6.429443359 -6.075547e-22
-6.429199218 -6.037507e-22
-6.428955078 -5.994041e-22
-6.428710937 -5.945183e-22
-6.428466797 -5.890976e-22
-6.428222656 -5.831463e-22
-6.427978515 -5.766696e-22
-6.427734375 -5.696727e-22
-6.427490234 -5.62162e-22
-6.427246093 -5.541435e-22
-6.427001953 -5.456243e-22
-6.426757812 -5.366117e-22
-6.426513672 -5.2711339e-22
-6.426269531 -5.1713759e-22
-6.42602539 -5.0669309e-22
-6.42578125 -4.9578885e-22
-6.425537109 -4.8443432e-22
-6.425292968 -4.7263953e-22
-6.425048828 -4.6041463e-22
-6.424804687 -4.47770435e-22
-6.424560547 -4.34717982e-22
-6.424316406 -4.2126872e-22
-6.424072265 -4.0743442e-22
-6.423828125 -3.9322734e-22
-6.423583984 -3.7865985e-22
-6.423339843 -3.6374485e-22
-6.423095703 -3.4849556e-22
-6.422851562 -3.3292531e-22
-6.422607422 -3.170479e-22
-6.422363281 -3.008774e-22
-6.42211914 -2.844283e-22
-6.421875 -2.677147e-22
-6.421630859 -2.507519e-22
-6.421386718 -2.335547e-22
-6.421142578 -2.161384e-22
-6.420898437 -1.985185e-22
-6.420654297 -1.807107e-22
-6.420410156 -1.627307e-22
-6.420166015 -1.445948e-22
-6.419921875 -1.263188e-22
-6.419677734 -1.079193e-22
-6.419433593 -8.94125e-23
-6.419189453 -7.0815e-23
-6.418945312 -5.21434e-23
-6.418701172 -3.34145e-23
-6.418457031 -1.46449e-23
-6.41821289 4.1486e-24
-6.41796875 2.2949e-23
-6.417724609 4.17397e-23
-6.417480468 6.05037e-23
-6.417236328 7.92241e-23
-6.416992187 9.78844e-23
-6.416748047 1.164674e-22
-6.416503906 1.349569e-22
-6.416259765 1.533357e-22
-6.416015625 1.715877e-22
-6.415771484 1.896964e-22
-6.415527343 2.076453e-22
-6.415283203 2.254183e-22
-6.415039062 2.429995e-22
-6.414794922 2.603728e-22
-6.414550781 2.775228e-22
-6.41430664 2.944337e-22
-6.4140625 3.110903e-22
-6.413818359 3.274775e-22
-6.413574218 3.4358054e-22
-6.413330078 3.5938472e-22
-6.413085937 3.7487575e-22
-6.412841797 3.9003953e-22
-6.412597656 4.0486237e-22
-6.412353515 4.1933053e-22
-6.412109375 4.3343114e-22
-6.411865234 4.4715108e-22
-6.411621093 4.60478e-22
-6.411376953 4.7339966e-22
-6.411132812 4.8590418e-22
-6.410888672 4.9798022e-22
-6.410644531 5.0961653e-22
-6.41040039 5.2080263e-22
-6.41015625 5.3152803e-22
-6.409912109 5.41783e-22
-6.409667968 5.515579e-22
-6.409423828 5.608439e-22
-6.409179687 5.696323e-22
-6.408935547 5.779147e-22
-6.408691406 5.856837e-22
-6.408447265 5.92932e-22
-6.408203125 5.996525e-22
-6.407958984 6.058393e-22
-6.407714843 6.114861e-22
-6.407470703 6.165878e-22
-6.407226562 6.211395e-22
-6.406982422 6.251366e-22
-6.406738281 6.285754e-22
-6.40649414 6.314524e-22
-6.40625 6.337648e-22
-6.406005859 6.3551e-22
-6.405761718 6.366862e-22
-6.405517578 6.372921e-22
-6.405273437 6.373267e-22
-6.405029297 6.367898e-22
-6.404785156 6.356814e-22
-6.404541015 6.340021e-22
-6.404296875 6.317533e-22
-6.404052734 6.289365e-22
-6.403808593 6.255541e-22
-6.403564453 6.216086e-22
-6.403320312 6.171033e-22
-6.403076172 6.120419e-22
-6.402832031 6.064286e-22
-6.40258789 6.002683e-22
-6.40234375 5.93566e-22
-6.402099609 5.863275e-22
-6.401855468 5.785589e-22
-6.401611328 5.70267e-22
-6.401367187 5.614587e-22
-6.401123047 5.52142e-22
-6.400878906 5.423246e-22
-6.400634765 5.3201529e-22
-6.400390625 5.212228e-22
-6.400146484 5.0995679e-22
-6.399902343 4.9822691e-22
-6.399658203 4.8604355e-22
-6.399414062 4.7341717e-22
-6.399169922 4.60359158e-22
-6.398925781 4.46880756e-22
-6.39868164 4.329939e-22
-6.3984375 4.1871084e-22
-6.398193359 4.0404424e-22
-6.397949218 3.8900682e-22
-6.397705078 3.736121e-22
-6.397460937 3.5787356e-22
-6.397216797 3.418052e-22
-6.396972656 3.254212e-22
-6.396728515 3.087362e-22
-6.396484375 2.917649e-22
-6.396240234 2.745225e-22
-6.395996093 2.570241e-22
-6.395751953 2.392855e-22
-6.395507812 2.213223e-22
-6.395263672 2.031507e-22
-6.395019531 1.847867e-22
-6.39477539 1.662469e-22
-6.39453125 1.475476e-22
-6.394287109 1.287057e-22
-6.394042968 1.09738e-22
-6.393798828 9.06614e-23
-6.393554687 7.1493e-23
-6.393310547 5.22499e-23
-6.393066406 3.29494e-23
-6.392822265 1.3609e-23
-6.392578125 -5.7543e-24
-6.392333984 -2.5123e-23
-6.392089843 -4.44797e-23
-6.391845703 -6.38068e-23
-6.391601562 -8.30872e-23
-6.391357422 -1.023035e-22
-6.391113281 -1.214384e-22
-6.39086914 -1.404746e-22
-6.390625 -1.593949e-22
-6.390380859 -1.781824e-22
-6.390136718 -1.9682e-22
-6.389892578 -2.152909e-22
-6.389648437 -2.335785e-22
-6.389404297 -2.516662e-22
-6.389160156 -2.695377e-22
-6.388916015 -2.871767e-22
-6.388671875 -3.045674e-22
-6.388427734 -3.216938e-22
-6.388183593 -3.385407e-22
-6.387939453 -3.5509239e-22
-6.387695312 -3.7133416e-22
-6.387451172 -3.87251e-22
-6.387207031 -4.0282865e-22
-6.38696289 -4.1805281e-22
-6.38671875 -4.3290968e-22
-6.386474609 -4.4738557e-22
-6.386230468 -4.61467284e-22
-6.385986328 -4.7514208e-22
-6.385742187 -4.8839733e-22
-6.385498047 -5.0122088e-22
-6.385253906 -5.1360109e-22
-6.385009765 -5.2552635e-22
-6.384765625 -5.3698598e-22
-6.384521484 -5.4796912e-22
-6.384277343 -5.584659e-22
-6.384033203 -5.684665e-22
-6.383789062 -5.779616e-22
-6.383544922 -5.869424e-22
-6.383300781 -5.954008e-22
-6.38305664 -6.033285e-22
-6.3828125 -6.107182e-22
-6.382568359 -6.175632e-22
-6.382324218 -6.238568e-22
-6.382080078 -6.295931e-22
-6.381835937 -6.347666e-22
-6.381591797 -6.393725e-22
-6.381347656 -6.434061e-22
-6.381103515 -6.468636e-22
-6.380859375 -6.497416e-22
-6.380615234 -6.520372e-22
-6.380371093 -6.537478e-22
-6.380126953 -6.548718e-22
-6.379882812 -6.554078e-22
-6.379638672 -6.553549e-22
-6.379394531 -6.547129e-22
-6.37915039 -6.53482e-22
-6.37890625 -6.51663e-22
-6.378662109 -6.492573e-22
-6.378417968 -6.462665e-22
-6.378173828 -6.426933e-22
-6.377929687 -6.385403e-22
-6.377685547 -6.338112e-22
-6.377441406 -6.285097e-22
-6.377197265 -6.226403e-22
-6.376953125 -6.16208e-22
-6.376708984 -6.092182e-22
-6.376464843 -6.01677e-22
-6.376220703 -5.935909e-22
-6.375976562 -5.849668e-22
-6.375732422 -5.758121e-22
-6.375488281 -5.661348e-22
-6.37524414 -5.559434e-22
-6.375 -5.4524675e-22
-6.374755859 -5.340541e-22
-6.374511718 -5.2237529e-22
-6.374267578 -5.1022061e-22
-6.374023437 -4.9760068e-22
-6.373779297 -4.8452663e-22
-6.373535156 -4.71009965e-22
-6.373291015 -4.5706267e-22
-6.373046875 -4.426969e-22
-6.372802734 -4.2792548e-22
-6.372558593 -4.1276145e-22
-6.372314453 -3.9721822e-22
-6.372070312 -3.8130958e-22
-6.371826172 -3.6504967e-22
-6.371582031 -3.484528e-22
-6.37133789 -3.31534e-22
-6.37109375 -3.143079e-22
-6.370849609 -2.967903e-22
-6.370605468 -2.789965e-22
-6.370361328 -2.609425e-22
-6.370117187 -2.426442e-22
-6.369873047 -2.241183e-22
-6.369628906 -2.053809e-22
-6.369384765 -1.864492e-22
-6.369140625 -1.673397e-22
-6.368896484 -1.480699e-22
-6.368652343 -1.286567e-22
-6.368408203 -1.091179e-22
-6.368164062 -8.94706e-23
-6.367919922 -6.97327e-23
-6.367675781 -4.99218e-23
-6.36743164 -3.00557e-23
-6.3671875 -1.01522e-23
-6.366943359 9.7705e-24
-6.366699218 2.9695e-23
-6.366455078 4.96029e-23
-6.366210937 6.94765e-23
-6.365966797 8.92978e-23
-6.365722656 1.09049e-22
-6.365478515 1.287122e-22
-6.365234375 1.482697e-22
-6.364990234 1.677038e-22
-6.364746093 1.86997e-22
-6.364501953 2.061318e-22
-6.364257812 2.250909e-22
-6.364013672 2.438572e-22
-6.363769531 2.624136e-22
-6.36352539 2.807434e-22
-6.36328125 2.988298e-22
-6.363037109 3.166565e-22
-6.362792968 3.342073e-22
-6.362548828 3.514662e-22
-6.362304687 3.6841762e-22
-6.362060547 3.8504602e-22
-6.361816406 4.0133628e-22
-6.361572265 4.1727345e-22
-6.361328125 4.3284322e-22
-6.361083984 4.4803113e-22
-6.360839843 4.62823557e-22
-6.360595703 4.77206671e-22
-6.360351562 4.9116749e-22
-6.360107422 5.0469326e-22
-6.359863281 5.1777138e-22
-6.35961914 5.3038992e-22
-6.359375 5.4253741e-22
-6.359130859 5.5420238e-22
-6.358886718 5.653742e-22
-6.358642578 5.760427e-22
-6.358398437 5.861978e-22
-6.358154297 5.958302e-22
-6.357910156 6.049308e-22
-6.357666015 6.134912e-22
-6.357421875 6.215035e-22
-6.357177734 6.2896e-22
-6.356933593 6.358538e-22
-6.356689453 6.421784e-22
-6.356445312 6.479278e-22
-6.356201172 6.530965e-22
-6.355957031 6.576795e-22
-6.35571289 6.616725e-22
-6.35546875 6.650713e-22
-6.355224609 6.678728e-22
-6.354980468 6.700741e-22
-6.354736328 6.716729e-22
-6.354492187 6.726673e-22
-6.354248047 6.730563e-22
-6.354003906 6.728391e-22
-6.353759765 6.720155e-22
-6.353515625 6.705862e-22
-6.353271484 6.685519e-22
-6.353027343 6.659143e-22
-6.352783203 6.626753e-22
